Feature,Cluster
696,4
697,4
698,3
699,4
700,4
701,4
702,4
703,4
704,3
705,4
706,4
707,2
708,4
709,4
710,4
711,2
712,4
713,3
714,4
715,4
716,4
717,4
718,2
719,4
720,2
721,4
722,4
723,4
724,4
725,3
726,4
727,2
728,4
729,2
730,4
731,4
732,4
733,3
734,4
735,4
736,4
737,2
738,2
739,4
740,4
741,2
742,4
743,4
744,2
745,2
746,4
747,2
748,2
749,2
750,4
751,2
752,2
753,4
754,4
755,4
756,2
757,4
758,2
759,2
760,2
761,2
762,4
763,2
764,4
765,2
766,4
767,3
