Feature,Cluster
410,5
411,6
412,5
413,4
414,3
415,6
416,8
417,5
418,5
419,6
420,6
421,7
422,4
423,4
424,5
425,4
426,3
427,5
428,4
429,4
430,6
431,6
432,4
433,4
434,5
435,6
436,5
437,5
438,4
439,4
440,7
441,4
442,5
443,7
444,7
445,6
446,5
447,6
448,4
449,4
450,3
451,7
452,8
453,4
454,6
455,4
456,4
457,5
458,6
459,5
460,7
461,3
462,4
463,3
464,6
465,4
466,8
467,7
468,7
469,5
470,7
471,6
472,4
473,3
474,7
475,4
476,3
477,5
478,5
479,6
480,4
481,6
482,4
483,3
484,6
485,7
486,7
487,5
488,5
489,3
490,6
491,7
492,3
493,7
494,5
495,5
496,5
497,7
498,6
499,7
500,4
501,3
502,4
503,5
504,6
505,7
506,5
507,1
508,5
509,6
510,4
511,5
512,4
513,7
514,5
515,4
516,7
517,6
518,5
519,5
520,4
521,6
522,6
523,4
524,4
525,7
526,7
527,7
528,4
529,4
530,7
531,5
532,4
533,7
534,5
535,5
536,7
537,4
538,5
539,3
540,5
541,3
542,5
543,7
544,5
545,7
546,8
547,5
548,3
549,6
550,4
551,4
552,3
553,7
554,7
555,5
556,6
557,6
558,6
559,6
560,5
561,4
562,4
563,3
564,6
565,4
566,4
567,4
568,5
569,4
570,7
571,7
572,4
573,3
574,7
575,3
576,6
577,6
578,4
579,6
580,4
581,3
582,3
583,4
584,4
585,5
586,1
587,6
588,5
589,5
590,4
591,4
592,4
593,7
594,6
595,5
596,6
597,6
598,6
599,4
600,3
601,7
602,5
603,7
604,7
605,6
606,1
607,6
608,6
609,6
610,4
611,7
612,4
613,7
614,4
615,4
616,8
617,5
618,3
619,6
620,8
621,4
622,7
623,7
624,6
625,3
626,3
627,7
628,6
629,8
630,4
631,3
632,5
633,4
634,4
635,5
636,7
637,4
638,4
639,6
640,4
641,7
642,6
643,4
644,3
645,6
646,6
647,6
648,6
649,4
650,6
651,7
652,4
653,4
654,7
655,4
656,4
657,6
658,6
659,4
660,5
661,6
662,4
663,2
664,5
665,4
666,8
667,6
668,7
669,7
670,4
671,5
672,4
673,8
674,7
675,6
676,6
677,6
678,7
679,8
680,7
681,6
682,4
683,3
684,4
685,4
686,6
687,6
688,7
689,6
690,6
691,3
692,8
693,4
694,3
695,3
696,4
697,4
698,3
699,6
700,4
701,4
702,5
703,4
704,3
705,6
706,5
707,8
708,6
709,6
710,5
711,8
712,5
713,3
714,4
715,4
716,4
717,4
718,7
719,6
720,6
721,6
722,4
723,4
724,5
725,5
726,5
727,7
728,4
729,7
730,4
731,6
732,4
733,3
734,4
735,5
736,4
737,7
738,6
739,5
740,4
741,7
742,5
743,5
744,7
745,6
746,6
747,8
748,7
749,6
750,4
751,6
752,8
753,6
754,5
755,6
756,6
757,6
758,6
759,7
760,6
761,6
762,4
763,6
764,6
765,8
766,5
767,3
