1.567594500000000002e+00,1.086579699999999926e+00,-3.165053400000000239e-01,-3.339592800000000250e-01,2.194401800000000125e-01,5.218251299999999704e-01,-1.154640799999999912e+00,-2.585081000000000184e-01,-4.591304399999999730e-01,-8.167727599999999866e-01,-2.548428799999999939e-01,1.403584699999999907e+00,3.063213499999999923e-01,4.239675399999999761e-01,2.377401100000000045e-01,-2.313245800000000019e-01,-9.150203999999999560e-01,1.184508900000000031e-01,6.563350999999999491e-01,8.292610999999999732e-01,-9.251721000000000250e-02,9.107045000000000279e-01,9.131400600000000312e-01,-2.758531499999999914e-02,8.192490300000000447e-01,-1.069306899999999949e+00,5.572492999999999475e-01,-5.470544999999999991e-01,-1.487451899999999938e+00,1.081429600000000102e+00,-7.737456600000000018e-01,4.534764000000000156e-03,-9.590146499999999685e-01,6.484413999999999456e-01,-6.585041000000000366e-01,6.350970999999999700e-01,-1.362343099999999918e+00,-1.434153000000000011e+00,-2.613873800000000025e-01,-1.022120499999999987e+00,1.796969800000000062e-01,-2.766319500000000153e-01,8.760166000000000341e-01,7.445377000000000418e-03,1.497031999999999918e+00,3.301727799999999990e-01,6.709469999999999601e-01,1.616524700000000037e+00,-3.064125500000000057e-01,-3.133086299999999769e-01
1.730454399999999948e+00,1.218640200000000062e+00,-3.032201199999999819e-01,-4.465443800000000185e-01,2.313313600000000136e-01,4.241105600000000253e-01,-1.244785699999999995e+00,-1.275084300000000059e-01,-4.559594699999999778e-01,-6.646381000000000094e-01,-2.322042099999999942e-01,1.512516600000000100e+00,4.246401000000000203e-01,3.851833599999999747e-01,5.186007599999999940e-01,-1.293618199999999885e-01,-9.468086000000000002e-01,1.124753899999999945e-01,5.410830399999999596e-01,8.861936000000000258e-01,-6.109682999999999781e-02,1.060553300000000032e+00,8.169724999999999904e-01,1.448605000000000032e-01,7.935115700000000549e-01,-1.165831099999999898e+00,4.475298200000000226e-01,-6.824249000000000009e-01,-1.647989399999999938e+00,9.940139999999999532e-01,-7.681917499999999510e-01,1.968046000000000031e-02,-1.060346599999999917e+00,7.522687999999999597e-01,-4.904836000000000196e-01,6.931823999999999764e-01,-1.429778599999999900e+00,-1.327852999999999950e+00,-1.340418200000000060e-01,-1.151810199999999895e+00,1.181225500000000067e-01,-2.988212399999999880e-01,8.891409000000000118e-01,-1.366949199999999975e-01,1.202383500000000049e+00,1.387841300000000055e-01,6.490066599999999575e-01,1.624411000000000049e+00,-4.524485799999999891e-01,-1.640758400000000006e-01
1.876599799999999929e+00,1.087669500000000067e+00,-3.871318000000000259e-01,-4.504722999999999922e-01,2.265935699999999942e-01,2.369164500000000007e-01,-1.262720999999999982e+00,-2.923010600000000014e-01,-5.356273999999999758e-01,-5.717335300000000453e-01,-3.241675500000000265e-01,1.340443599999999957e+00,4.118634500000000198e-01,4.028245500000000034e-01,3.027880800000000150e-01,-1.724471399999999988e-01,-9.378471999999999920e-01,1.958624599999999882e-01,4.151519799999999760e-01,9.677312399999999926e-01,-9.106108999999999731e-02,1.129564400000000024e+00,8.916859000000000313e-01,-4.362141700000000261e-02,7.371984999999999788e-01,-1.084315799999999941e+00,5.008706499999999728e-01,-5.196806000000000481e-01,-1.647094199999999953e+00,1.072966300000000039e+00,-8.449403599999999459e-01,-1.449468700000000054e-01,-1.065671800000000058e+00,7.439537000000000511e-01,-6.151261000000000090e-01,7.849540000000000406e-01,-1.495412299999999917e+00,-1.250464699999999985e+00,-3.000035300000000182e-01,-1.066236600000000090e+00,3.899597400000000269e-02,-4.369291000000000147e-01,9.789343000000000350e-01,-1.568049599999999932e-01,1.231940299999999988e+00,3.021791300000000180e-01,7.472936500000000315e-01,1.500420899999999946e+00,-4.137076399999999876e-01,-8.967034999999999589e-02
1.791647800000000013e+00,1.030347700000000088e+00,-3.235127600000000103e-01,-2.554456600000000188e-01,2.126779099999999978e-01,5.734334599999999504e-01,-1.267688399999999938e+00,-3.018871799999999772e-01,-3.534650799999999871e-01,-6.134861999999999815e-01,-1.867765600000000081e-01,1.516088399999999892e+00,4.184338499999999961e-01,3.850383800000000134e-01,5.520298500000000441e-01,-1.443559000000000092e-01,-9.132303000000000504e-01,-2.193289600000000034e-02,5.931387999999999661e-01,6.900743000000000293e-01,2.936096700000000170e-02,1.035931500000000005e+00,8.486616599999999844e-01,2.112399000000000082e-01,7.609618000000000215e-01,-1.235017100000000090e+00,5.375412000000000523e-01,-6.258234999999999770e-01,-1.523429300000000097e+00,1.054039600000000076e+00,-7.356344000000000216e-01,7.806926999999999617e-02,-9.661705000000000432e-01,6.815090999999999788e-01,-6.438401000000000263e-01,5.785932999999999771e-01,-1.379014299999999915e+00,-1.224374300000000027e+00,-1.844887400000000122e-01,-1.077196999999999960e+00,2.106279100000000015e-01,-2.269394100000000081e-01,9.564236000000000404e-01,-1.573097700000000015e-02,1.394949400000000006e+00,3.261527000000000176e-01,6.772063999999999862e-01,1.545580500000000024e+00,-4.456253600000000259e-01,-2.435867999999999922e-01
1.698058199999999962e+00,1.048432500000000100e+00,-2.281096200000000060e-02,-3.205850399999999878e-01,3.623188999999999993e-01,4.670132699999999804e-01,-1.788723499999999911e+00,-3.099049600000000071e-01,-1.555379199999999962e-01,-5.149133000000000182e-01,-3.568702300000000105e-01,1.335863999999999940e+00,2.476964299999999952e-01,4.829705000000000248e-01,5.267199000000000186e-01,-5.133922400000000275e-02,-1.026536200000000010e+00,2.103915500000000105e-01,4.955526599999999782e-01,6.388525999999999927e-01,9.870067999999999897e-02,1.055482699999999996e+00,7.935195600000000127e-01,2.967111199999999949e-01,5.696542999999999468e-01,-9.837371999999999783e-01,6.021988999999999814e-01,-7.721523599999999821e-01,-1.608037399999999950e+00,8.586597400000000047e-01,-6.950378000000000389e-01,7.838436999999999488e-02,-8.551333500000000143e-01,5.631063600000000280e-01,-7.416132699999999911e-01,4.570725299999999769e-01,-1.168749700000000002e+00,-1.173396499999999953e+00,-3.700894699999999760e-01,-8.867483999999999922e-01,5.047209000000000279e-01,-3.162502300000000210e-01,9.494126400000000299e-01,9.899029000000000161e-03,1.360946299999999942e+00,4.749196500000000265e-01,8.111391700000000204e-01,1.165039799999999959e+00,-3.364164800000000177e-01,-5.363350500000000354e-01
1.692576599999999987e+00,1.069193700000000025e+00,-3.421445799999999759e-01,-3.152262299999999962e-01,1.943778399999999962e-01,3.797057600000000033e-01,-1.438186799999999987e+00,-2.941007299999999769e-01,-3.363391000000000020e-01,-6.473505499999999691e-01,-3.464227300000000120e-01,1.497085900000000080e+00,2.962445300000000059e-01,4.773796799999999729e-01,4.468847499999999973e-01,-1.663995199999999952e-01,-9.634760999999999465e-01,1.113896999999999943e-01,6.448846999999999774e-01,7.377195399999999514e-01,1.078635099999999958e-01,1.017488799999999971e+00,9.407140000000000502e-01,1.837552299999999916e-01,5.660736600000000340e-01,-1.171763499999999958e+00,3.208981200000000089e-01,-5.973810600000000193e-01,-1.622489999999999988e+00,9.900906699999999505e-01,-7.277753999999999612e-01,8.709319999999999562e-02,-9.434445999999999666e-01,7.083776600000000201e-01,-4.863861500000000171e-01,5.969168500000000543e-01,-1.483707300000000062e+00,-1.422374199999999922e+00,-1.506464999999999888e-01,-1.041081399999999935e+00,1.658575200000000083e-01,-2.021211800000000114e-01,8.550189999999999735e-01,9.340879999999999322e-03,1.227033700000000005e+00,2.876542200000000160e-01,7.494831699999999763e-01,1.457842199999999977e+00,-4.612785600000000041e-01,-3.824450699999999981e-01
1.674514899999999917e+00,1.167821199999999893e+00,-2.735437199999999902e-01,-3.848635599999999934e-01,3.243452000000000002e-01,4.622726400000000124e-01,-1.206885699999999950e+00,-3.035646699999999809e-01,-3.887082000000000037e-01,-5.582344000000000195e-01,-3.245441000000000020e-01,1.490146600000000099e+00,3.462795300000000021e-01,4.234176599999999735e-01,4.439284000000000008e-01,-1.667927800000000016e-01,-8.772438999999999654e-01,1.547679899999999942e-01,6.614799999999999569e-01,7.597379699999999847e-01,-6.386609700000000361e-03,9.964431999999999734e-01,9.330502999999999991e-01,1.501574699999999873e-01,8.096720600000000267e-01,-1.280813500000000049e+00,5.008397700000000174e-01,-6.085080499999999670e-01,-1.531528500000000070e+00,1.066795500000000008e+00,-7.486980600000000541e-01,-1.920314399999999977e-01,-1.038818199999999914e+00,6.419677000000000300e-01,-6.610836399999999724e-01,5.533506999999999731e-01,-1.298627900000000057e+00,-1.258149299999999915e+00,-2.945606700000000244e-01,-9.552009700000000381e-01,3.267107300000000047e-01,-4.520678200000000091e-01,8.123504999999999754e-01,4.106472800000000173e-02,1.371648699999999943e+00,2.984555700000000034e-01,6.512741399999999459e-01,1.521495599999999948e+00,-3.852543999999999969e-01,-2.207193199999999966e-01
1.751136199999999921e+00,1.223562100000000097e+00,-3.393834000000000017e-01,-3.839372699999999972e-01,1.676046999999999954e-01,6.059689999999999799e-01,-1.176060700000000070e+00,-1.176976099999999942e-01,-4.017693700000000145e-01,-6.102412299999999679e-01,-2.683356700000000261e-01,1.252880999999999911e+00,3.596738999999999908e-01,4.093301599999999985e-01,5.679634999999999545e-01,-2.843794800000000178e-01,-8.583320399999999628e-01,1.156838500000000047e-01,4.687840999999999814e-01,7.592128999999999683e-01,2.122029800000000133e-01,9.547615000000000407e-01,8.441130999999999496e-01,2.054050400000000109e-01,6.954548000000000396e-01,-1.196628299999999978e+00,3.358177500000000260e-01,-5.207994000000000234e-01,-1.620111199999999974e+00,1.077262900000000023e+00,-6.266772000000000453e-01,-1.912403699999999929e-01,-9.250639699999999577e-01,6.957609700000000341e-01,-6.564197499999999685e-01,6.289888599999999830e-01,-1.336261399999999933e+00,-1.357537299999999947e+00,-2.885397699999999732e-01,-1.006177499999999947e+00,1.567199099999999901e-01,-2.869669200000000142e-01,1.079962000000000089e+00,-3.833015299999999875e-02,1.319060700000000086e+00,2.708845699999999912e-01,5.720142000000000282e-01,1.494656100000000043e+00,-4.434051500000000257e-01,-1.959895600000000071e-01
1.738925099999999890e+00,1.187529000000000057e+00,-3.291876599999999931e-01,-2.386469200000000124e-01,2.067974200000000096e-01,5.159634400000000509e-01,-1.137777999999999956e+00,-2.367832500000000007e-01,-3.295695799999999731e-01,-6.631042000000000325e-01,-2.228928699999999929e-01,1.520883999999999903e+00,4.088944199999999807e-01,3.866458199999999734e-01,3.792722499999999775e-01,-1.225463299999999950e-01,-9.423988500000000101e-01,1.077241599999999994e-01,7.213224999999999776e-01,7.850140300000000293e-01,-1.610210699999999884e-01,1.028562900000000058e+00,7.525623000000000173e-01,1.040567500000000034e-01,7.711904600000000221e-01,-1.245284899999999917e+00,4.801155999999999757e-01,-4.951936599999999800e-01,-1.487960600000000078e+00,9.282776999999999834e-01,-7.621860499999999483e-01,3.496048000000000211e-02,-9.470441000000000553e-01,7.891736000000000306e-01,-6.399303699999999706e-01,5.753552299999999953e-01,-1.373845100000000041e+00,-1.199380200000000007e+00,-2.600856400000000068e-01,-1.027533199999999924e+00,3.192941799999999830e-01,-2.318965500000000068e-01,8.113295000000000368e-01,-3.421741699999999997e-02,1.296203599999999900e+00,2.876376800000000067e-01,6.059210000000000429e-01,1.553448299999999893e+00,-3.225581599999999827e-01,-2.632909700000000131e-01
1.718490499999999921e+00,1.185336399999999957e+00,-3.913471000000000033e-01,-3.941699000000000175e-01,7.716897000000000340e-02,6.831891500000000228e-01,-1.054686400000000024e+00,-2.264494400000000018e-01,-4.507786599999999977e-01,-6.195028399999999991e-01,-2.820718999999999865e-01,1.278292399999999995e+00,3.134183999999999859e-01,4.502496400000000065e-01,6.709819000000000200e-01,-2.867597599999999747e-01,-9.421950599999999731e-01,1.791519000000000028e-01,4.226769499999999957e-01,7.557587999999999528e-01,2.079871299999999923e-01,9.092651000000000483e-01,8.414291000000000409e-01,1.440238500000000088e-01,6.971241999999999717e-01,-1.261663699999999944e+00,4.671228499999999784e-01,-6.140759000000000079e-01,-1.661497999999999919e+00,1.065032999999999896e+00,-7.355802000000000174e-01,-2.418237000000000025e-01,-1.040918699999999975e+00,6.233372000000000357e-01,-6.190118999999999483e-01,6.295531399999999556e-01,-1.318281199999999931e+00,-1.389357600000000081e+00,-2.572295399999999788e-01,-1.067452800000000090e+00,2.008818699999999902e-01,-2.018596000000000001e-01,1.055681099999999928e+00,-9.588956999999999342e-02,1.278217200000000053e+00,2.358284099999999883e-01,6.143366000000000104e-01,1.547474100000000075e+00,-3.865083799999999847e-01,-1.959625000000000117e-01
