Feature,Cluster
695,4
696,8
697,8
698,4
699,7
700,8
701,8
702,9
703,8
704,4
705,7
706,9
707,6
708,7
709,7
710,9
711,6
712,9
713,4
714,8
715,8
716,8
717,8
718,5
719,7
720,7
721,7
722,8
723,8
724,9
725,9
726,9
727,5
728,8
729,5
730,8
731,7
732,8
733,4
734,8
735,9
736,8
737,5
738,7
739,9
740,8
741,5
742,9
743,9
744,5
745,7
746,7
747,6
748,5
749,7
750,8
751,7
752,6
753,7
754,9
755,7
756,7
757,7
758,7
759,5
760,7
761,7
762,8
763,7
764,7
765,6
766,9
767,4
