Feature,Cluster
513,2
514,4
515,5
516,2
517,5
518,4
519,4
520,5
521,5
522,5
523,5
524,5
525,2
526,2
527,2
528,5
529,5
530,2
531,4
532,5
533,2
534,4
535,4
536,2
537,5
538,4
539,4
540,4
541,4
542,4
543,2
544,4
545,2
546,2
547,4
548,4
549,5
550,5
551,5
552,4
553,2
554,2
555,4
556,5
557,5
558,5
559,5
560,4
561,5
562,5
563,4
564,2
565,5
566,5
567,5
568,4
569,4
570,2
571,2
572,5
573,4
574,2
575,4
576,5
577,5
578,5
579,5
580,5
581,4
582,4
583,5
584,5
585,4
586,3
587,5
588,4
589,4
590,5
591,5
592,5
593,2
594,5
595,4
596,5
597,5
598,5
599,5
600,4
601,2
602,4
603,2
604,2
605,5
606,3
607,5
608,5
609,5
610,5
611,2
612,5
613,2
614,5
615,5
616,2
617,4
618,4
619,5
620,2
621,5
622,2
623,2
624,5
625,4
626,4
627,2
628,5
629,2
630,5
631,4
632,4
633,5
634,5
635,4
636,2
637,5
638,5
639,5
640,5
641,2
642,5
643,5
644,4
645,5
646,5
647,5
648,5
649,5
650,5
651,2
652,5
653,5
654,2
655,5
656,5
657,5
658,5
659,5
660,4
661,5
662,5
663,1
664,4
665,5
666,2
667,5
668,2
669,2
670,5
671,4
672,5
673,2
674,2
675,5
676,5
677,5
678,2
679,2
680,2
681,5
682,5
683,4
684,5
685,5
686,5
687,5
688,2
689,5
690,5
691,4
692,2
693,5
694,4
695,4
696,5
697,5
698,4
699,5
700,5
701,5
702,4
703,5
704,4
705,5
706,4
707,2
708,5
709,5
710,4
711,2
712,4
713,4
714,5
715,5
716,5
717,5
718,2
719,5
720,2
721,5
722,5
723,5
724,4
725,4
726,4
727,2
728,5
729,2
730,5
731,5
732,5
733,4
734,5
735,4
736,5
737,2
738,5
739,4
740,5
741,2
742,4
743,4
744,2
745,5
746,5
747,2
748,2
749,5
750,5
751,5
752,2
753,5
754,4
755,5
756,5
757,5
758,5
759,2
760,5
761,2
762,5
763,5
764,5
765,2
766,4
767,4
